original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes
11,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,30,.,ahora tenés que escuchar que tu mamá te va a contar un cuento .%mor: adv|ahora=now v|tene-2S&PRES=have pro:rel|que=that inf|escucha-INF=listen prep|que=than det:poss|tu=your n|mamá&f=mommy pro:obj|te=you v|i-3S&PRES=go aprep|a=to inf|conta-INF=count_tell det:art|un&m=one n|cuento&m=story .,%mor:,0,,,0,0,,,,,
12,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,,,Investigator,,,30,v|tene-2S&PRES=have,ahora tenés que escuchar que tu mamá te va a contar un cuento .%mor: adv|ahora=now v|tene-2S&PRES=have pro:rel|que=that inf|escucha-INF=listen prep|que=than det:poss|tu=your n|mamá&f=mommy pro:obj|te=you v|i-3S&PRES=go aprep|a=to inf|conta-INF=count_tell det:art|un&m=one n|cuento&m=story .,%svd:,tener,0,1,2,,,,switch,,
13,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,,,Investigator,,,30,v|i-3S&PRES=go,ahora tenés que escuchar que tu mamá te va a contar un cuento .%mor: adv|ahora=now v|tene-2S&PRES=have pro:rel|que=that inf|escucha-INF=listen prep|que=than det:poss|tu=your n|mamá&f=mommy pro:obj|te=you v|i-3S&PRES=go aprep|a=to inf|conta-INF=count_tell det:art|un&m=one n|cuento&m=story .,%svd:,ir,DP-def,1,3,,,switch,switch,,
14,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,35,.,+< xxx .,%mor:,0,,,0,0,,,,,
15,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,36,?,"dale, sí ?%mor: imp|da-2S&IMP~pro:clit|3S=give cm|cm co|sí=yes ?",%mor:,0,,,0,0,,,,,
16,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,38,?,sí ?%mor: co|sí=yes ?,%mor:,0,,,0,0,,,,,
17,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,40,?,"te parece, Lucero ?%mor: pro:obj|te=you v|parece-3S&PRES=seem cm|cm n:prop|Lucero ?",%mor:,0,,,0,0,,,,,
18,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,,,Investigator,,,40,v|parece-3S&PRES=seem,"te parece, Lucero ?%mor: pro:obj|te=you v|parece-3S&PRES=seem cm|cm n:prop|Lucero ?",%svd:,parecer,na,na,na,na,na,na,na,na,gustar-type verb
19,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,42,+...,a_ver +...%mor: co|a_ver=lets_see +...,%mor:,0,,,0,0,,,,,
20,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,44,.,"es un poco grande el libro, ahí está .%mor: cop|se-3S&PRES=be det:art|un&m=one adv|poco=few adj|grande=big det:art|el&m&SG=the n|libro&m=book cm|cm adv|ahí=there cop|esta-3S&PRES=be .",%mor:,0,,,0,0,,,,,
21,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,44,cop|se-3s&pres=be,"es un poco grande el libro, ahí está .%mor: cop|se-3S&PRES=be det:art|un&m=one adv|poco=few adj|grande=big det:art|el&m&SG=the n|libro&m=book cm|cm adv|ahí=there cop|esta-3S&PRES=be .",%svd:,ser,DP-def,0,3,s,pres,,,,
22,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,44,cop|esta-3s&pres=be,"es un poco grande el libro, ahí está .%mor: cop|se-3S&PRES=be det:art|un&m=one adv|poco=few adj|grande=big det:art|el&m&SG=the n|libro&m=book cm|cm adv|ahí=there cop|esta-3S&PRES=be .",%svd:,estar,0,0,3,s,pres,,,,
23,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,48,?,me das ese ?%mor: pro:obj|me=me v|da-2S&PRES=give det:dem|ese=that ?,%mor:,0,,,0,0,,,,,
24,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,INV,.,female,.,.,Investigator,.,.,50,.,gracias .%mor: co|gracias=thanks .,%mor:,0,,,0,0,,,,,
25,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,52,.,"mirá, mirá qué hay acá .%mor: co|mirá cm|cm co|mirá pro:int|qué=what v|habe-3S&PRES&SPEC=have adv|acá=there .",%mor:,0,,,0,0,,,,,
26,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,52,v|habe-3s&pres&spec=have,"mirá, mirá qué hay acá .%mor: co|mirá cm|cm co|mirá pro:int|qué=what v|habe-3S&PRES&SPEC=have adv|acá=there .",%svd:,haber,na,na,na,na,na,na,na,na,exclude
27,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,55,?,qué es seto [: esto] ?%mor: pro:int|qué=what cop|se-3S&PRES=be pro:dem|esto=this_one ?,%mor:,0,,,0,0,,,,,
28,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,55,cop|se-3s&pres=be,qué es seto [: esto] ?%mor: pro:int|qué=what cop|se-3S&PRES=be pro:dem|esto=this_one ?,%svd:,ser,DP-dem,1,3,s,pres,,,,
29,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,57,.,sapo .%mor: n|sapo&m=toad .,%mor:,0,,,0,0,,,,,
30,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,59,!,"es un sapo, muy bien, mi amor !%mor: cop|se-3S&PRES=be det:art|un&m=one n|sapo&m=toad cm|cm adv|muy=very adv|bien=well cm|cm det:poss|mi=my co:voc|amor=love !",%mor:,0,,,0,0,,,,,
31,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,59,cop|se-3s&pres=be,"es un sapo, muy bien, mi amor !%mor: cop|se-3S&PRES=be det:art|un&m=one n|sapo&m=toad cm|cm adv|muy=very adv|bien=well cm|cm det:poss|mi=my co:voc|amor=love !",%svd:,ser,0,1,3,s,pres,,,,
32,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,62,?,y ese ?%mor: coord|y=and det:dem|ese=that ?,%mor:,0,,,0,0,,,,,
33,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,64,.,y ese es una señora .%mor: coord|y=and det:dem|ese=that cop|se-3S&PRES=be det:art|un-f=one n|señora&f=lady .,%mor:,0,,,0,0,,,,,
34,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,64,cop|se-3s&pres=be,y ese es una señora .%mor: coord|y=and det:dem|ese=that cop|se-3S&PRES=be det:art|un-f=one n|señora&f=lady .,%svd:,ser,DP-dem,1,3,s,pres,,,,
35,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,67,.,+< una nena .%mor: det:art|un-f=one n|nena&f=baby .,%mor:,0,,,0,0,,,,,
36,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,69,+...,"no, es una señora +...%mor: co|no=no cm|cm cop|se-3S&PRES=be det:art|un-f=one n|señora&f=lady +...",%mor:,0,,,0,0,,,,,
37,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,69,cop|se-3s&pres=be,"no, es una señora +...%mor: co|no=no cm|cm cop|se-3S&PRES=be det:art|un-f=one n|señora&f=lady +...",%svd:,ser,0,1,3,s,pres,,,,
38,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,72,.,+< una mamá .%mor: det:art|un-f=one n|mamá&f=mommy .,%mor:,0,,,0,0,,,,,
39,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,74,?,"este es la nena, y este es un nene, viste ?%mor: det:dem|este=this cop|se-3S&PRES=be det:art|el&f&SG=the n|nena&f=baby cm|cm coord|y=and det:dem|este=this cop|se-3S&PRES=be det:art|un&m=one co:voc|nene=baby cm|cm v|ve-2S&PRET=see ?",%mor:,0,,,0,0,,,,,
40,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,74,cop|se-3s&pres=be,"este es la nena, y este es un nene, viste ?%mor: det:dem|este=this cop|se-3S&PRES=be det:art|el&f&SG=the n|nena&f=baby cm|cm coord|y=and det:dem|este=this cop|se-3S&PRES=be det:art|un&m=one co:voc|nene=baby cm|cm v|ve-2S&PRET=see ?",%svd:,ser,DP-dem,1,3,s,pres,,,,
41,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,74,cop|se-3s&pres=be,"este es la nena, y este es un nene, viste ?%mor: det:dem|este=this cop|se-3S&PRES=be det:art|el&f&SG=the n|nena&f=baby cm|cm coord|y=and det:dem|este=this cop|se-3S&PRES=be det:art|un&m=one co:voc|nene=baby cm|cm v|ve-2S&PRET=see ?",%svd:,ser,DP-dem,1,3,s,pres,switch,switch,,
42,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,74,v|ve-2s&pret=see,"este es la nena, y este es un nene, viste ?%mor: det:dem|este=this cop|se-3S&PRES=be det:art|el&f&SG=the n|nena&f=baby cm|cm coord|y=and det:dem|este=this cop|se-3S&PRES=be det:art|un&m=one co:voc|nene=baby cm|cm v|ve-2S&PRET=see ?",%svd:,ver,na,na,na,na,na,na,na,na,exclude
43,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,78,.,el nene y el sapo .%mor: det:art|el&m&SG=the co:voc|nene=baby coord|y=and det:art|el&m&SG=the n|sapo&m=toad .,%mor:,0,,,0,0,,,,,
44,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,81,.,mirá .%mor: co|mirá .,%mor:,0,,,0,0,,,,,
45,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,83,+...,+< a_ver +...%mor: co|a_ver=lets_see +...,%mor:,0,,,0,0,,,,,
46,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,85,.,"este es un, el nene que se está mirando al espejo, mirá .%mor: det:dem|este=this cop|se-3S&PRES=be det:art|un&m=one cm|cm det:art|el&m&SG=the co:voc|nene=baby pro:rel|que=that pro:refl|se=itself aux|esta-3S&PRES=be part|mira-PROG=look aprep|a~det:art|el&m=to n|espejo&m=looking_glass cm|cm co|mirá .",%mor:,0,,,0,0,,,,,
47,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,85,cop|se-3s&pres=be,"este es un, el nene que se está mirando al espejo, mirá .%mor: det:dem|este=this cop|se-3S&PRES=be det:art|un&m=one cm|cm det:art|el&m&SG=the co:voc|nene=baby pro:rel|que=that pro:refl|se=itself aux|esta-3S&PRES=be part|mira-PROG=look aprep|a~det:art|el&m=to n|espejo&m=looking_glass cm|cm co|mirá .",%svd:,ser,DP-dem,1,3,s,pres,,?,,
48,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,85,aux|esta-3s&pres=be,"este es un, el nene que se está mirando al espejo, mirá .%mor: det:dem|este=this cop|se-3S&PRES=be det:art|un&m=one cm|cm det:art|el&m&SG=the co:voc|nene=baby pro:rel|que=that pro:refl|se=itself aux|esta-3S&PRES=be part|mira-PROG=look aprep|a~det:art|el&m=to n|espejo&m=looking_glass cm|cm co|mirá .",%svd:,estar,na,na,na,na,na,na,na,na,relclause
49,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,90,?,"ves, sí ?%mor: v|ve-2S&PRES=see cm|cm co|sí=yes ?",%mor:,0,,,0,0,,,,,
50,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,90,v|ve-2s&pres=see,"ves, sí ?%mor: v|ve-2S&PRES=see cm|cm co|sí=yes ?",%svd:,ver,0,1,2,s,pres,,?,,
51,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,92,.,xxx .,%mor:,0,,,0,0,,,,,
52,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,93,?,"y acá está el sapito, viste ?%mor: coord|y=and adv|acá=there cop|esta-3S&PRES=be det:art|el&m&SG=the n|sapo&m-DIM=toad cm|cm v|ve-2S&PRET=see ?",%mor:,0,,,0,0,,,,,
53,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,93,cop|esta-3s&pres=be,"y acá está el sapito, viste ?%mor: coord|y=and adv|acá=there cop|esta-3S&PRES=be det:art|el&m&SG=the n|sapo&m-DIM=toad cm|cm v|ve-2S&PRET=see ?",%svd:,estar,DP-def,1,3,s,pres,,,,
54,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,93,v|ve-2s&pret=see,"y acá está el sapito, viste ?%mor: coord|y=and adv|acá=there cop|esta-3S&PRES=be det:art|el&m&SG=the n|sapo&m-DIM=toad cm|cm v|ve-2S&PRET=see ?",%svd:,ver,na,na,na,na,na,na,na,na,exclude
55,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,96,.,está mirando el sapito acá al nene .%mor: aux|esta-3S&PRES=be part|mira-PROG=look det:art|el&m&SG=the n|sapo&m-DIM=toad adv|acá=there aprep|a~det:art|el&m=to co:voc|nene=baby .,%mor:,0,,,0,0,,,,,
56,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,96,aux|esta-3s&pres=be,está mirando el sapito acá al nene .%mor: aux|esta-3S&PRES=be part|mira-PROG=look det:art|el&m&SG=the n|sapo&m-DIM=toad adv|acá=there aprep|a~det:art|el&m=to co:voc|nene=baby .,%svd:,estar,DP-def,1,3,s,pres,,same,,
57,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,100,.,a la cola .%mor: aprep|a=to det:art|el&f&SG=the n|cola&f=tail .,%mor:,0,,,0,0,,,,,
58,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,102,.,"+< la nena está mirando al perro, la tortuga .%mor: det:art|el&f&SG=the n|nena&f=baby cop|esta-3S&PRES=be part|mira-PROG=look aprep|a~det:art|el&m=to n|perro-m=dog cm|cm det:art|el&f&SG=the n|tortuga&m=tortoise .",%mor:,0,,,0,0,,,,,
59,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,102,cop|esta-3s&pres=be,"+< la nena está mirando al perro, la tortuga .%mor: det:art|el&f&SG=the n|nena&f=baby cop|esta-3S&PRES=be part|mira-PROG=look aprep|a~det:art|el&m=to n|perro-m=dog cm|cm det:art|el&f&SG=the n|tortuga&m=tortoise .",%svd:,estar,DP-def,1,3,s,pres,,,,
60,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,106,.,y el nene se está arreglando para salir .%mor: coord|y=and det:art|el&m&SG=the co:voc|nene=baby pro:refl|se=itself aux|esta-3S&PRES=be part|arregla-PROG=order prep|para=for inf|sali-INF=leave .,%mor:,0,,,0,0,,,,,
61,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,106,aux|esta-3s&pres=be,y el nene se está arreglando para salir .%mor: coord|y=and det:art|el&m&SG=the co:voc|nene=baby pro:refl|se=itself aux|esta-3S&PRES=be part|arregla-PROG=order prep|para=for inf|sali-INF=leave .,%svd:,estar,DP-def,1,3,s,pres,,switch,,
62,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,110,?,sí ?%mor: co|sí=yes ?,%mor:,0,,,0,0,,,,,
63,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,112,?,qui [: qué] e(s) ?%mor: pro:int|qué=what cop|se-3S&PRES=be ?,%mor:,0,,,0,0,,,,,
64,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,CHI,3;04.24,female,.,.,Target_Child,.,.,112,cop|se-3s&pres=be,qui [: qué] e(s) ?%mor: pro:int|qué=what cop|se-3S&PRES=be ?,%svd:,ser,0,0,3,s,pres,,,,
65,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,114,?,"qué es, mi amor ?%mor: pro:int|qué=what cop|se-3S&PRES=be cm|cm det:poss|mi=my co:voc|amor=love ?",%mor:,0,,,0,0,,,,,
66,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,114,cop|se-3s&pres=be,"qué es, mi amor ?%mor: pro:int|qué=what cop|se-3S&PRES=be cm|cm det:poss|mi=my co:voc|amor=love ?",%svd:,ser,0,0,3,s,pres,,,,
67,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,117,.,"este es un, como un almario [: armario] chiquito con espejo .%mor: det:dem|este=this cop|se-3S&PRES=be det:art|un&m=one cm|cm adv|como=like det:art|un&m=one n|armario&m=clothes_press n|chico&m-DIM=child prep|con=with n|espejo&m=looking_glass .",%mor:,0,,,0,0,,,,,
68,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,117,cop|se-3s&pres=be,"este es un, como un almario [: armario] chiquito con espejo .%mor: det:dem|este=this cop|se-3S&PRES=be det:art|un&m=one cm|cm adv|como=like det:art|un&m=one n|armario&m=clothes_press n|chico&m-DIM=child prep|con=with n|espejo&m=looking_glass .",%svd:,ser,DP-dem,0,3,s,pres,,,,
69,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,121,?,"para mirarse, sí ?%mor: prep|para=for inf|mira-INF~pro:clit|3S&REFL=look cm|cm co|sí=yes ?",%mor:,0,,,0,0,,,,,
70,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,123,+...,bueno +...%mor: co|bueno=good +...,%mor:,0,,,0,0,,,,,
71,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,125,+...,se pasa página +...%mor: pro:refl|se=itself v|pasa-3S&PRES=pass n|página&f=page +...,%mor:,0,,,0,0,,,,,
72,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,125,v|pasa-3s&pres=pass,se pasa página +...%mor: pro:refl|se=itself v|pasa-3S&PRES=pass n|página&f=page +...,%svd:,pasar,na,na,na,na,na,na,na,na,impersonal
73,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,127,?,"mirá, acá se metió en el bolsillo del saco, el sapo, viste ?%mor: co|mirá cm|cm adv|acá=there pro:refl|se=itself v|mete-3S&PRET=put prep|en=in det:art|el&m&SG=the n|bolso&m-DIM=money_bag prep|de~det:art|el&m=of n|saco&m=coat cm|cm det:art|el&m&SG=the n|sapo&m=toad cm|cm v|ve-2S&PRET=see ?",%mor:,0,,,0,0,,,,,
74,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,127,v|mete-3s&pret=put,"mirá, acá se metió en el bolsillo del saco, el sapo, viste ?%mor: co|mirá cm|cm adv|acá=there pro:refl|se=itself v|mete-3S&PRET=put prep|en=in det:art|el&m&SG=the n|bolso&m-DIM=money_bag prep|de~det:art|el&m=of n|saco&m=coat cm|cm det:art|el&m&SG=the n|sapo&m=toad cm|cm v|ve-2S&PRET=see ?",%svd:,meter,DP-def,1,3,s,pret,,switch,,subject may actually be pro with a right-dislocated DP
75,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,127,v|ve-2s&pret=see,"mirá, acá se metió en el bolsillo del saco, el sapo, viste ?%mor: co|mirá cm|cm adv|acá=there pro:refl|se=itself v|mete-3S&PRET=put prep|en=in det:art|el&m&SG=the n|bolso&m-DIM=money_bag prep|de~det:art|el&m=of n|saco&m=coat cm|cm det:art|el&m&SG=the n|sapo&m=toad cm|cm v|ve-2S&PRET=see ?",%svd:,ver,na,na,na,na,na,na,na,na,exclude
76,LI-RS-2018-04-03-cuentopadnin-MMU-tagged.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,132,.,viste el sapito que se está metiendo en el bolsillo del nene .%mor: v|ve-2S&PRET=see det:art|el&m&SG=the n|sapo&m-DIM=toad pro:rel|que=that pro:refl|se=itself aux|esta-3S&PRES=be part|mete-PROG=put prep|en=in det:art|el&m&SG=the n|bolso&m-DIM=money_bag prep|de~det:art|el&m=of n|nene&m=child .,%mor:,0,,,0,0,,,,,
